Gestão SUS,Esfera,Coord Reg de Saúde,Superv Tec de Saude,Subprefeitura,Distrito,nº CNES,Nome,Endereco,Telefone
SES,ESTADUAL,Centro- Oeste,Sé,Sé,Bela Vista,3554457,FARMACIA MEDEX SES-LUIZ ROCHA CERQUEIRA,"R. ITAPEVA, 700, CERQUEIRA CEZAR, São Paulo, 01332000",
SES,ESTADUAL,Centro- Oeste,Sé,Sé,República,3554554,FARMACIA MEDEX SES-PAM CENTRO,"R. CONSELHEIRO CRISPINIANO, 20, CENTRO, São Paulo, 01037000",
SES,ESTADUAL,Centro- Oeste,Sé,Sé,Cambuci,3554503,FARMACIA MEDEX SES-PAM VARZEA DO CARMO,"R. LEOPOLDO MIGUEL, 327, CAMBUCI, São Paulo, 01518020",
SES,ESTADUAL,Centro- Oeste,Sé,Sé,Bela Vista,2078287,HOSP SES PEROLA BYINGTON-CR SAUDE MULHER,"AV. BRIGADEIRO LUIZ ANTONIO, 683, BELA VISTA, São Paulo, 01317001",3248-8000
SES,ESTADUAL,Centro- Oeste,Sé,Sé,Consolação,2057220,INST CLEMENTE FERREIRA,"R. CONSOLAÇÃO, 717, CONSOLAÇÃO, São Paulo, 01301000",3218-8660
SES,ESTADUAL,Centro- Oeste,Sé,Sé,Cambuci,2068974,PAM VARZEA DO CARMO-NGA 63,"R. LEOPOLDO MIGUEZ, 327, CAMBUCI, São Paulo, 01518020",3385-7000
SES,ESTADUAL,Centro- Oeste,Sé,Sé,Sé,2688662,PMESP COMANDO DO CORPO DE BOMBEIROS,"PRAÇA CLOVIS BEVILACQUA, 421, CENTRO, São Paulo, 01018001",
SES,PRIVADA,Centro- Oeste,Sé,Sé,Santa Cecília,3913007,CS ESC BARRA FUNDA,"AV. DR ABRAAO RIBEIRO, 283, BARRA FUNDA, São Paulo, 01133020",3466-2502
SES,PRIVADA,Centro- Oeste,Sé,Sé,Consolação,2688689,SANTA CASA DE SAO PAULO-HOSP CENTRAL,"R. DR CESARIO MOTTA JR, 112, VILA BUARQUE, São Paulo, 01221020",2176-7000
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,5713870,AMA BORACEA,"R. RIBEIRO DE ALMEIDA, 14, BARRA FUNDA, São Paulo, 01137020",3392-1854
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bom Retiro,6964028,AMA COMPLEXO PRATES,"R. PRATES, 1101, BOM RETIRO, São Paulo, 01009-000",3229-8192
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,5636469,AMA SÉ,"R. FREDERICO ALVARENGA, 259, PQ D. PEDRO II, São Paulo, 01020030",3101-8841
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,6138314,AMA. ESPECIALIDADES DR HUMBERTO PASCALE STA CECILIA,"R. VITORINO CARMILO, 599, CAMPOS ELÍSEOS, São Paulo, 01153000",3662-0781
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,6292194,AMB MULTIPROF DE CRIANCA E ADOLESCENTE PROGRAMA EQUILIBRIO,"R. ANHANGUERA, 484, BARRA FUNDA, São Paulo, 01135000",3392-5624
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,República,7271891,BASE SAMU - CENTRO OESTE - ALFREDO ISSA PB - AM860,"R. GAL COUTO DE MAGALHÃES, 120, SANTA EFIGÊNIA, São Paulo, 01212-030",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bom Retiro,7271921,BASE SAMU - CENTRO OESTE - BOM RETIRO/JARAGUA - AM987,"R. JARAGUA, 836, BOM RETIRO, São Paulo, 01129-000",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,7018134,BASE SAMU - CENTRO OESTE - CAMPOS ELISEOS PB - AM913,"ALAMEDA BARÃO DE PIRACICABA, 126, CAMPOS ELISEOS, São Paulo, 01216-011",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Consolação,7255705,BASE SAMU - CENTRO OESTE - CONSOLACAO PB - AM915 SAV,"R. DA CONSOLAÇÃO, 1663, CONSOLAÇÃO, São Paulo, 01301-100",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bela Vista,7018142,BASE SAMU - CENTRO OESTE - NOVE DE JULHO - AM 856,"R. AVANHANDAVA, 521, CONSOLAÇÃO, São Paulo, 01306-001",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bela Vista,7271948,BASE SAMU - CENTRO OESTE - NOVE DE JULHO - AM982,"R. AVANHANDAVA, 521, CONSOLAÇÃO, São Paulo, 01306-001",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bela Vista,7018169,BASE SAMU - CENTRO OESTE - NOVE DE JULHO - AM983,"R. AVANHANDAVA, 521, CONSOLAÇÃO, São Paulo, 01306-001",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,7018193,BASE SAMU - CENTRO OESTE - SE PB - AM918,"PRAÇA CLOVIS BEVILACQUA, 421, SE, São Paulo, 01018-001",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,7018290,BASE SAMU - CENTRO OESTE - SE PB - AM979,"PRAÇA CLOVIS BEVILACQUA, 421, SÉ, São Paulo, 01018-001",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bom Retiro,7257392,BASE SAMU - NORTE - CENTRAL SP - AM920 SAV,"R. JARAGUA, 858, BOM RETIRO, São Paulo, 01129-000",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,2786532,CAPS AD III CENTRO,"R. FREDERICO ALVARENGA, 259 - 2º AND, PQ D. PEDRO II, São Paulo, 01020030",3241-5460
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bom Retiro,6964036,CAPS AD III COMPLEXO PRATES,"R. PRATES, 1101, BOM RETIRO, São Paulo, 01009-000",3229-8192
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,7111568,CAPS Adulto II SE,"R. FREDERICO ALVARENGA, 259, PARQUE DOM PEDRO II, São Paulo, 01020-030",3104-4792
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,6127967,CAPS Infantil II SÉ,"R. FREDERICO ALVARENGA, 259, PQ D. PEDRO II, São Paulo, 01020030",3101-0156
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bela Vista,2072270,CEO III ALFREDO REIS VIEGAS,"R. HUMAITÁ, 520, BELA VISTA, São Paulo, 01321010",3241-4403
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Consolação,3141446,COORDENAÇÃO DE VIGILANCIA EM SAUDE COVISA,"R. SANTA ISABEL, 181, VILA BUARQUE, São Paulo, 01221010",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,2786664,CR ST ANDRE GRABOIS,"R. FREDERICO ALVARENGA, 259 - 5º AND, PQ D. PEDRO II, São Paulo, 01020030",3241-0418
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,2752042,CTA HENFIL-HENRIQUE DE SOUZA FILHO,"R. LIBERO BADARO, 144, CENTRO, São Paulo, 01008000",3241-2224
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Liberdade,2752077,HOSP DO SERV PUB MUNICIPAL HSPM (int+amb),"R. CASTRO ALVES, 60, LIBERDADE, São Paulo, 01532000",3397-7700
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bela Vista,2078325,HOSP MUN INF MENINO JESUS,"R. DOS INGLESES, 258, BELA VISTA, São Paulo, 01329000",3016-0500
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,4050320,PS MUN BARRA FUNDA-ALVARO D DE ALMEIDA,"R. VITORINO CARMILO, 717, BARRA FUNDA, São Paulo, 01153000",3826-5666
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,2786702,SAE DST/AIDS CAMPOS ELISEOS,"ALAMEDA CLEVELAND, 374, CAMPOS ELÍSEOS, São Paulo, 01230000",3331-1216
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bom Retiro,6196330,SAMU SERVIÇ ATENDIM MOVEL DE URGENCIA,"R. JARAGUA, 858, BARRA FUNDA, São Paulo, 01129000",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,3335402,SUPERVISAO TECNICA SAUDE SE,"R. FREDERICO ALVARENGA, 259, SE, São Paulo, 01108000",
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,2752492,SUVIS SE,"R. DR ALBUQUERQUE LINS, 40, SANTA CECÍLIA, São Paulo, 01230-000",3105-3585
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bom Retiro,2029618,UBS BOM RETIRO-OCTAVIO A RODOVALHO,"R. TENENTE PENA, 8, BOM RETIRO, São Paulo, 01127020",3222-0619
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,6048633,UBS BORACEA,"R. BORACEA, 270, SANTA CECÍLIA, São Paulo, 01135010",3392-1281
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Cambuci,2786834,UBS CAMBUCI,"AV. LACERDA FRANCO, 791, CAMBUCI, São Paulo, 01536000",3276-6480
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bela Vista,2787113,UBS HUMAITA,"R. HUMAITÁ, 520, BELA VISTA, São Paulo, 01321010",3241-1632
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Bela Vista,2788144,UBS NSRA DO BRASIL-ARMANDO DARIENZO,"R. ALMIRANTE MARQUES LEÃO, 684, BELA VISTA, São Paulo, 01330010",3284-4601
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,República,6090621,UBS REPUBLICA,"PRAÇA DA BANDEIRA, 15, REPUBLICA, São Paulo, 01007020",3101-0812
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,5975220,UBS SÉ,"R. FREDERICO ALVARENGA, 259, PQ DOM PEDRO, São Paulo, 01020030",3101-2344
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Santa Cecília,2752336,UBS STA CECILIA HUMBERTO PASCALE,"R. VITORINO CARMILO, 599, CAMPOS ELÍSEOS, São Paulo, 01153000",3826-0096
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,5457963,UNIDADE DE DIAGNÓSTICO POR IMAGEM SÉ,"R. FREDERICO ALVARENGA, 259, PQ D. PEDRO II, São Paulo, 01020030",3105-2742
SMS,MUNICIPAL,Centro- Oeste,Sé,Sé,Sé,3475182,UNIDADE DE MEDICINAS TRADICIONAIS CENTRO,"R. FREDERICO ALVARENGA, 259 - 3º AND, PQ D. PEDRO, São Paulo, 01020030",3112-8133
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Cambuci,2698889,CENED-SERV DE DIALISE DO HOSP CRUZ AZUL,"AV. LINS DE VASCONCELOS, 356, CAMBUCI, São Paulo, 01538000",3348-4334
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Consolação,6233422,CLINICA DE NEFROLOGIA RENALCLASS,"R. MATO GROSSO, 306, HIGIENOPOLIS, São Paulo, 01239040",3126-3900
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Bela Vista,2090155,GAN GRUPO DE APOIO NEFROLOGICO SC LTDA,"AV. PAULISTA, 200, CERQUEIRA CESAR, São Paulo, 01310000",3284-0276
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Liberdade,2077507,HOSP BANDEIRANTES,"R. GALVAO BUENO, 257, LIBERDADE, São Paulo, 01506000",3345-2000
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Bela Vista,2080575,HOSP BENEF PORTUGUESA-S JOAQUIM,"R. MAESTRO CARDIM, 769, LIBERDADE, São Paulo, 01323001",3505-1000
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Liberdade,2077531,HOSP DO CANCER A C CAMARGO (int + amb),"R. PROFESSOR ANTONIO PRUDENTE, 211, LIBERDADE, São Paulo, 01509900",2189-5220
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Cambuci,2078589,HOSP MAT STA MARIA-CRUZ AZUL(int + amb),"AV. LINS DE VASCONCELOS, 356, CAMBUCI, São Paulo, 01538000",3348-4181
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Consolação,2080818,HOSP SAMARITANO(int+amb),"R. CONS BROTERO, 1486, HIGIENOPOLIS, São Paulo, 01232010",3824-5000
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Consolação,2080125,INST CANCER ARNALDO VCARVALHO(int+amb),"R. CESARIO MOTTA JUNIOR, 112, VIL BUARQUE, São Paulo, 01221020",3350-7088
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Liberdade,2688638,INST SUEL ABUJAMRA(int + amb),"R. TAMANDARE, 693, ACLIMACAO, São Paulo, 01525001",3209-2944
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Liberdade,6213529,RENALCARE NEFROLOGIA,"R. CASTRO ALVES, 581, ACLIMACAO, São Paulo, 01532001",
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Consolação,2077728,SAMARIM,"R. CONSELHEIRO BROTERO, 1486, SANTA CECILIA, São Paulo, 01232010",3821-5371
SMS,PRIVADA,Centro- Oeste,Sé,Sé,Bela Vista,2089343,UNTR UNID DE NEFROLOGIA E TRANSP RENAL,"R. FREI CANECA, 351, BELA VISTA, São Paulo, 01307001",3255-5404
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,6135366,AMA CASTRO ALVES,"R. CADERNO DE VIAGEM, 55, COHAB CASTRO ALVES, São Paulo, 08474170",2558-7399
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,6135757,AMA FAZENDA DO CARMO,"R. FRANCISCO CARDOSO JR., 10, CIDADE TIRADENTES, São Paulo, 08421105",2556-7600
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,7018231,BASE SAMU - LESTE - CIDADE TIRADENTES PB - AM957,"AV. DOS METALURGICOS, 678, CIDADE TIRADENTES, São Paulo, 08471-000",
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,6879802,CAPS Adulto II CIDADE TIRADENTES,"R. JUA MIRIM, 366, CIDADE TIRADENTES, São Paulo, 08490-800",2056-6262
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,3008681,CASA SER-MARIA A LARA BARCELOS,"AV. DR GUILHERME DE ABREU SODRÉ, 485, CIDADE TIRADENTES, São Paulo, 08490110",2555-7090
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,5468094,CEO II LRPD/ NIR CIDADE TIRADENTES,"R. FERNANDO GANGA, 14, CIDADE TIRADENTES, São Paulo, 08471000",2516-1729
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,3009769,CTA CIDADE TIRADENTES,"R. LUIS BORDESE, 96, CIDADE TIRADENTES, São Paulo, 08471780",2282-7055
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,5420938,HOSP MUN CIDADE TIRADENTES - OSS SA,"AV. DOS METALURGICOS, 2100, CENTRO, São Paulo, 08471000",2559-6200
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,2069040,PA GLORIA RODRIGUES SANTOS BONFIM,"AV. DOS METALURGICOS, 2820, CIDADE TIRADENTES, São Paulo, 08471000",2282-7718
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,3335143,SUPERVISAO TECNICA SAUDE C TIRADENTES,"ESTRADA DO IGUATEMI, 2751, CIDADE TIRADENTES, São Paulo, 08490500",
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,3355020,SUVIS CIDADE TIRADENTES,"R. MANUEL MOSCOSO, 15, CIDADE TIRADENTES, São Paulo, 08470570",2285-5011
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,2786788,UBS BARRO BRANCO,"R. EDUARDO REUTER, 678, COHAB BARRO BRANCO II, São Paulo, 08473533",2964-8826
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,4050347,UBS CARLOS GENTILE DE MELO,"AV. DOS TÊXTEIS, 3765, CIDADE TIRADENTES, São Paulo, 08490600",2282-2522
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,4050177,UBS CASTRO ALVES,"R. CADERNO DE VIAGEM, 55, COHAB CASTRO ALVES, São Paulo, 08474170",2282-0320
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,2774771,UBS CIDADE TIRADENTES I,"AV. DOS TÊXTEIS, 512, CIDADE TIRADENTES, São Paulo, 08490600",2282-5151
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,2786974,UBS DOM ANGELICO,"ESTRADA MANOEL OLIVEIRA RAMOS, 1, CIDADE TIRADENTES, São Paulo, 08473000",2555-3894
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,3738663,UBS FAZENDA DO CARMO,"R. FRANCISCO CARDOSO JR., 10, CIDADE TIRADENTES, São Paulo, 08421105",2556-7600
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,2787059,UBS FERROVIARIOS,"R. GONÇALVES NINA, 58, CIDADE TIRADENTES, São Paulo, 08470610",2285-6477
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,3121135,UBS GRAFICOS,"R. FRANCISCO JOSE VIANA, 708, CIDADE TIRADENTES, São Paulo, 08471530",2285-5685
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,3661660,UBS INACIO MONTEIRO,"R. INÁCIO MONTEIRO, 3002, CIDADE TIRADENTES, São Paulo, 08490000",2556-3223
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,2787954,UBS J VITORIA,"R. LAJEDO, 123, CIDADE TIRADENTES, São Paulo, 08490000",2964-2685
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,4049969,UBS PRESTES MAIA,"R. INACIO PINTO LIMA, 35, CIDADE TIRADENTES, São Paulo, 08490020",2555-2676
SMS,MUNICIPAL,Leste,Cidade Tiradentes,Cidade Tiradentes,Cidade Tiradentes,2027305,UBS PROFETA JEREMIAS,"R. LUIS BORDESE, 63, CIDADE TIRADENTES, São Paulo, 08471710",2558-3866
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,6135730,AMA HOSP ERMELINO MATARAZZO ALIPIO CORREA(Aut),"ALAMEDA RODRIGO DE BRUM, 1989, VL PARANAGUÁ, São Paulo, 03807230",2943-9944 r 4144
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,6135439,AMA HUMBERTO CERRUTI,"AV. OLAVO EGÍDIO DE SOUZA ARANHA, 630, VL CISPER, São Paulo, 03822000",2214-7323
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,6135463,AMA J POPULAR DR MATHEUS SANTAMARIA,"AV. JAIME TORRES, 600, JD POPULAR, São Paulo, 03670000",2685-0469
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,6135471,AMA J TRES MARIAS MAURICIO ZAMIJOVSKY,"R. BRENO ACCIOLI, 440, VL SÃO FRANCISCO, São Paulo, 03676040",3756-0513
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,6393608,AMA. ESPECIALIDADES BURGO PAULISTA,"R. JOSÉ SILVA ALCANTARA FILHO, 1031, BURGO PAULISTA, São Paulo, 03680000",2280-0080
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2751836,AMB ESPEC V PARANAGUA - CEO II,"R. JOSÉ GOES NOGUEIRA, 70, VL PARANAGUÁ, São Paulo, 03807380",2546-0098
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,7255764,BASE SAMU - LESTE - BOTURUSSU - AM898 SAV,"R. BOTURUSSU, 219, PARQUE BOTURUSSU, São Paulo, 03802-010",
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,7018541,BASE SAMU - LESTE - BOTURUSSU - AM966,"R. BOTURUSSU, 219, PARQUE BOTURUSSU, São Paulo, 03802-010",
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2786567,CAPS AD II ERMELINO MATARRAZO,"R. JOAO ANTONIO ANDRADE, 804, PARQUE BOTURUSSU, São Paulo, 03805070",2943-9276
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2751992,CAPS Adulto II ERMELINO MATARAZZO,"AV. BOTURUSSU, 168, ERMELINO MATARAZZO, São Paulo, 03802000",2542-0693
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2027542,CECCO ERMELINO MATARAZZO,"ALAMEDA RODRIGO DE BRUM, 36, ERMELINO MATARAZZO, São Paulo, 03807230",2546-5806
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2082829,HOSP MUN ERMELINO MATARAZZO ALIPIO CORREA NETTO,"ALAMEDA RODRIGO DE BRUM, 1989, VL PARANAGUÁ, São Paulo, 03807230",3394-8030
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,2752123,SAE DST/AIDS FIDELIS RIBEIRO,"R. PEIXOTO, 100, PONTE RASA, São Paulo, 03627010",2621-0217
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2752433,SUVIS ERMELINO MATARAZZO,"AV. SÃO MIGUEL, 5977, ERMELINO MATARAZZO, São Paulo, 08070-002",2042-9700
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,2752190,UBS BURGO PAULISTA,"R. JOSÉ SILVA ALCANTARA FILHO, 210, BURGO PAULISTA, São Paulo, 03680000",2280-0080
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,2064820,UBS CARLOS OLIVALDO DE S LOPES MUNIZ,"R. BARTOLOMEU SOARES, 16, ALTO DA PONTE RASA, São Paulo, 03894000",2041-1744
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,2786958,UBS COSTA MELO,"R. LUIS ASSON, 165, VL MONTEVIDEO, São Paulo, 03624010",2958-2981
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2065266,UBS ERMELINO MATARAZZO,"R. ANTONIO DE FREITAS TOLEDO, 170, ERMELINO MATARAZZO, São Paulo, 03809060",2545-8235
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2752247,UBS HUMBERTO CERRUTI,"AV. OLAVO EGÍDIO DE SOUZA ARANHA, 704, VL CISPER, São Paulo, 03822000",2943-9991
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2787547,UBS J KERALUX,"R. LUCAS GONCALVES, 13, JD KERALUX, São Paulo, 03828000",2546-6177
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,2787687,UBS J PENHA,"AV. SÃO MIGUEL, 4331, PONTE RASA, São Paulo, 03871000",2546-5867
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,4049993,UBS J POPULAR-MATHEUS SANTAMARIA,"AV. JAIME TORRES, 600, JD POPULAR, São Paulo, 03670000",2791-6421
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ponte Rasa,2774828,UBS J TRES MARIAS-MAURICIO ZAMIJOVSKY,"R. BRENO ACCIOLI, 440, VL SÃO FRANCISCO, São Paulo, 03676040",2042-0927
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,4050002,UBS PEDRO DE SOUZA CAMPOS,"R. PAULO BIFANO ALVES, 764, PQ BOTURUSSU, São Paulo, 03801000",2546-4111
SMS,MUNICIPAL,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,2079070,UBS V CISPER,"R. CACULÉ, 79, VL CISPER, São Paulo, 03817220",2546-5100
SMS,PRIVADA,Leste,Ermelino Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,3420647,ASSOC. CASA DEF. ERMELINO MATARAZZO,"R. MIGUEL RACHID, 596, ERMELINO MATARAZZO, São Paulo, 03808130",2541-1548
SES,ESTADUAL,Leste,Guaianases,Guaianase s,Guaianases,2079240,HOSP SES GUAIANAZES-JESUS TEIXEIRA COSTA,"AV. MIGUEL ACHIOLE DA FONSECA, 1092, JARDIM SAO PAULO, São Paulo, 08461110",2257-6972
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Lajeado,6135838,AMA J ETELVINA,"R. MANUEL TEODORO XAVIER, 138, GUAIANASES COHAB, São Paulo, 08430570",2035-1756
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Guaianases,6135978,AMA PRES JUSCELINO KUBITSCHEK,"AV. UTARO KANAI, 286, PRESIDENTE JUSCELINO, São Paulo, 08465000",2555-4474
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Guaianases,4050312,AMB ESPEC J SAO CARLOS CEO II,"R. MACABÚ, 35, JD SÃO CARLOS, São Paulo, 08411470",2557-7021
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Guaianases,7018312,BASE SAMU - LESTE - GUAIANASES - AM955,"R. UTARO KANAI, 286, CONJUNTO HABITACIONAL J, São Paulo, 08465-000",
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Guaianases,7018436,BASE SAMU - LESTE - GUAIANAZES PB - AM891,"R. LUIS MATEUS, 1000, JARDIM SAO PEDRO, São Paulo, 08420-750",
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Guaianases,7018363,BASE SAMU - LESTE - GUAIANAZES PB - AM963,"R. LUIS MATEUS, 1000, JARDIM SAO PEDRO, São Paulo, ",
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Lajeado,7018282,BASE SAMU - LESTE - LAJEADO - AM853,"R. DO GRUPO ESCOLAR, 100, VILA NANCY, São Paulo, 08440-480",
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Lajeado,7018355,BASE SAMU - LESTE - LAJEADO - AM956,"R. DO GRUPO ESCOLAR, 100, VILA NANCY, São Paulo, 08440-480",
SMS,MUNICIPAL,Leste,Guaianases,Guaianase s,Guaianases,6416691,CAPS AD II GUAIANASES,"R. PROFESSOR FRANCISCO PINHEIRO, 139, GUAIANASES, São Paulo, 08410020",2553-2240
